username,score,at,content,thumbsupcount,has_pembayaran,has_driver,has_aplikasi,has_harga,has_layanan,has_order,has_waktu,has_lokasi,has_komunikasi,has_umum,clean_text,label
Alessandro Napoleon,4,2025-09-24 13:36:57,tepat waktu kadang aja agak lama dan dapat supir serem,1,0,0,0,0,0,0,1,0,0,0,kadang aja supir serem,netral
Nia Wati,4,2025-09-24 13:27:34,puas,0,0,0,0,0,0,0,0,0,0,1,puas,puas
Aldi Hidayatullah,5,2025-09-24 13:04:06,sangat membantu dengan keseharian saya,0,0,0,0,0,0,0,0,0,0,0,membantu keseharian,netral
Anjas Neriansyah,1,2025-09-24 12:42:10,payah otp gak masuk2,0,0,0,0,0,0,0,0,0,0,0,payah otp gak masuk,netral
Agus Tian,3,2025-09-24 12:28:36,mungkin maxim perlu memeriksa lebih dalam untuk drivernya dan mengujinya masa saya dapat driver yang tidak bisa baca map mana saya g tau jalannya akhirnya sempet nyasar dan saya memutuskan untuk naik apk sebelah,0,0,1,1,1,0,0,0,1,0,0,maxim memeriksa drivernya mengujinya driver baca map g tau jalannya sempet nyasar memutuskan apk sebelah,netral
code redem,5,2025-09-24 11:55:53,asli enak bgt pake maxim,0,0,0,0,0,0,0,0,0,0,0,asli enak bgt pake maxim,netral
Risma Wati,1,2025-09-24 10:53:44,gk bsa komplen parah sih drivernya,0,0,0,0,0,1,0,0,0,0,1,gk bsa komplen parah sih drivernya,tidak puas
Juliana Khayrunnisa,4,2025-09-24 10:30:43,memuaskan,0,0,0,0,0,0,0,0,0,0,0,memuaskan,netral
Hur Turangan,1,2025-09-24 10:19:29,uang caspro ga bisa ditarik dan orderan ga bisa dibatalkan anehh,0,1,0,0,0,0,0,0,0,0,0,uang caspro ga ditarik orderan ga dibatalkan anehh,netral
Danndi,5,2025-09-24 10:16:24,baru coba,0,0,0,0,0,0,0,0,0,0,0,coba,netral
Tiara putri,2,2025-09-24 09:58:59,uda lumayan lama pake apk maxim ini tp baru hari ini ngalamin hal kaya gini pas pesen harga 28 900 tapi kenapa pas sampe di apk berubah jadi 37 400 sangat aneh padahal tiap pulang kerja maupun macet sekalipun harga tidak berubah tetap 28 900 tapi kenapa hari ini bisa tiba tiba berubah jadi 37 400 lumayan jauh banget dari harga sblumnya jadi males pake maxim tadinya pake karna murah eh hari ini gajelass,9,0,0,1,1,0,0,1,0,0,1,uda lumayan pake apk maxim tp ngalamin kaya gini pas pesen harga pas sampe apk berubah aneh pulang kerja macet harga berubah berubah lumayan banget harga sblumnya males pake maxim pake karna murah eh gajelass,puas
RIC,5,2025-09-24 09:11:49,ojek online terpercaya dan sangat nyaman,0,0,1,0,0,1,0,0,0,0,0,ojek online terpercaya nyaman,netral
Obet Obet9,1,2025-09-24 08:35:21,suka,0,0,0,0,0,0,0,0,0,0,1,suka,puas
Muhammad Gharby,5,2025-09-24 08:28:21,pake maxim enak banget coy ril,0,0,0,0,0,0,0,0,0,0,0,pake maxim enak banget coy ril,netral
agus sholeh,1,2025-09-24 08:11:54,tolong outonya diperbanyak main nyocol main cepet cepetan kasian kan gak harus mantengin hp terus,0,0,0,0,0,0,0,0,0,0,0,tolong outonya diperbanyak main nyocol main cepet cepetan kasian gak mantengin hp,netral
Iwan Iwan,3,2025-09-24 08:08:39,wak man bawak atap mantap,0,0,0,0,0,0,0,0,0,0,1,wak man bawak atap mantap,puas
Akbar Maulana,1,2025-09-24 08:04:51,sego campur mbak tinik sik 10k ongkos mu malah rego es teh e wong e,0,0,0,0,1,0,0,0,0,0,0,sego campur mbak tinik sik k ongkos mu rego es teh e e,netral
Andika Cahras,1,2025-09-24 08:01:59,perusak argo driver cok,0,0,1,0,0,0,0,0,0,0,0,perusak argo driver cok,netral
Ni Sa,1,2025-09-24 07:54:11,tidak ada,0,0,0,0,0,0,0,0,0,0,0,,netral
Firlah Afriyani,1,2025-09-24 07:53:52,kecewa banget gak bisa payment non cash di tambah saldo gak bisa di tarik kembali udah coba ke cs tapi gak ada respon sama sekali bad banget,4,1,0,0,0,0,0,0,0,0,1,kecewa banget gak payment non cash saldo gak tarik udah coba cs gak respon bad banget,tidak puas
Vijung,1,2025-09-24 07:46:46,saya pakai ini terlalu lama menunggu,0,0,0,0,0,0,0,1,0,0,0,pakai menunggu,netral
Thomas THOM,5,2025-09-24 04:51:14,sangat membantu memberikan informasi,0,0,0,0,0,0,0,0,0,0,0,membantu informasi,netral
Taufik Iswanto,1,2025-09-24 03:55:02,top up kaspro saldo nya ga masuk2,0,1,0,0,0,0,0,0,0,0,1,top up kaspro saldo nya ga masuk,netral
Muhammad Agus Raihan,1,2025-09-24 03:51:29,penipu tadi ada oknum dari pihak maxim ke sekolah saya katanya voucher 200rb bisa buat bayar driver lalu menjadi gratis nyatanya cuma potongan harga seribi rupiah saja saya ada buktinya,0,1,1,0,1,0,0,0,0,0,0,penipu oknum maxim sekolah voucher rb bayar driver gratis potongan harga seribi rupiah buktinya,netral
Sasa Saudah,4,2025-09-24 03:07:06,driver jrg respon di ktika di chat tanya sampai di mana alamat tdk akurat tp harga hemat sering saya cancel karna lambat,0,0,1,0,1,0,0,0,0,1,0,driver jrg respon ktika chat alamat tdk akurat tp harga hemat cancel karna lambat,tidak puas
maria franziska siahaan,1,2025-09-24 03:00:15,bisa bisanya driver maxim ga punya kaspro maxim,0,1,1,0,0,0,0,0,0,0,0,bisanya driver maxim ga kaspro maxim,netral
John Pattiruhu,5,2025-09-24 02:42:08,good,0,0,0,0,0,0,0,0,0,0,0,good,netral
Rio Enggal,5,2025-09-24 00:58:44,dg hasil sedang,0,0,0,0,0,0,0,0,0,0,0,dg hasil,netral
susan susanty,4,2025-09-24 00:47:14,min tlg mencarian alamat d lengkapi kdg klw cr alamat ssh bgt ga dpt pdhal sdh d patokin t4 ny tdk sprt gojek dan grab cr alamat dmn aja lgsg muncul klw maxim ssh bgt dptin alamat ny,0,0,0,0,0,0,0,0,0,0,0,min tlg mencarian alamat d lengkapi kdg klw cr alamat ssh bgt ga dpt pdhal sdh d patokin t ny tdk sprt gojek grab cr alamat dmn aja lgsg muncul klw maxim ssh bgt dptin alamat ny,netral
Aditya Wicaksana,1,2025-09-24 00:33:58,aplikasi paling jelek kalo memang gabisa merubah orderan terutama buat pembayaran mending gausah ada opsi itu pengembang developer paling buruk,0,1,0,0,0,0,0,0,0,0,1,aplikasi jelek kalo gabisa merubah orderan pembayaran mending gausah opsi pengembang developer buruk,tidak puas
Adelia Nur Annisa,1,2025-09-23 21:35:53,halo maxim sangat disayangkan hal ini selalu terjadi setiap kali saya mengisi saldo kaspro semalam saya isi jam 23 30 sebesar 15rb by mbanking agar bisa saya pakai paginya namun pas mau dipakai saldo tersebut belum masuk kenapa keluhan pelanggan gak pernah didengar kalian yaa ini bukan pertama kalinyaa,5,1,0,0,0,0,0,0,0,0,0,halo maxim disayangkan kali mengisi saldo kaspro semalam isi jam rb by mbanking pakai paginya pas dipakai saldo masuk keluhan pelanggan gak didengar yaa kalinyaa,netral
Erwin Darmawan,5,2025-09-23 19:29:16,bagus menurut aku dan kekurangan yg saya dapat di antaranya ialah tudak dapat orderan jika saldo tidak mencukupi harus selalu isi ulang terus tolong dong kait kan akun driver dengan dana ovo atau gopay agar lebih episien waktu terima kasih,0,1,1,0,0,0,0,0,0,0,1,bagus kekurangan yg tudak orderan saldo mencukupi isi ulang tolong kait akun driver dana ovo gopay episien terima kasih,puas
Yuda Yuda,3,2025-09-23 18:54:09,aplikasi nya bagi saya untuk bagian pelanggan pelanggan tidak bisa melihat riwayat foto driver nya ketika selesai orderan beda dengan aplikasi lain jelas dan terang soal antara driver dan pelanggan kalau bisa revensi ulang aplikasi nya ubah jadi riwayat orderan pelanggan jelas dan tampak terlihat foto driver nya ketika selesai order setelah 7 hari selesai orderan baru foto driver tidak bisa di lihat lagi tapi untuk beberapa hari masih bisa lihat foto driver nya seperti di aplikasi yang lain,0,0,1,1,0,0,1,0,0,0,0,aplikasi nya pelanggan pelanggan riwayat foto driver nya selesai orderan beda aplikasi terang driver pelanggan revensi ulang aplikasi nya ubah riwayat orderan pelanggan foto driver nya selesai order selesai orderan foto driver lihat lihat foto driver nya aplikasi,netral
Priyanto Paulus,1,2025-09-23 16:34:18,sangat buruk udah 3 pesen tidak ada yg mau ambil orderan sampah driver nya,0,0,1,0,0,0,0,0,0,0,1,buruk udah pesen yg ambil orderan sampah driver nya,tidak puas
Zahra Rahmadani,5,2025-09-23 15:14:11,lebih suka make maxim bayar tunai selalu dapet harga terjangkauu cepat lg ordernya bintang 5 pokokny,0,1,0,0,1,0,0,1,0,0,1,suka make maxim bayar tunai dapet harga terjangkauu cepat lg ordernya bintang pokokny,puas
Mail Kntl,1,2025-09-23 14:59:14,aneh apk nya,0,0,0,0,0,0,0,0,0,0,0,aneh apk nya,netral
Lee Jeno,1,2025-09-23 14:48:23,jelek pokoknya pdhl aku bayar via saldo di akun tp masih di mintai cash,0,1,0,0,0,0,0,0,0,0,1,jelek pokoknya pdhl bayar via saldo akun tp mintai cash,tidak puas
Oppo Coklat,5,2025-09-23 14:03:20,bagus,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Deny Chirstiansantoso,4,2025-09-23 13:33:02,baik,0,0,0,0,0,0,0,0,0,0,0,,netral
Riki Arlando,1,2025-09-23 13:16:13,gak rekomendasi deh pesan driver di sini soal nya driver di sini suka maksa2 minta nambang ongkos lebih padahal di aplikasi udah tertera harga nya tapi waktu datang di tempat lokasi driver nya sering minta ongkos lebih,0,0,1,0,1,0,1,0,1,1,1,gak rekomendasi deh pesan driver nya driver suka maksa nambang ongkos aplikasi udah tertera harga nya lokasi driver nya ongkos,puas
Cucu Suryaman,1,2025-09-23 10:53:11,maaf aplikasi saya nilai satu bintang dan saya hapus dari hp dikarenakan saya punya pengalaman pakai maxim car dari bandara apabila sya ceritakan mungkin cukup panjang,0,0,0,0,0,0,0,0,0,0,0,maaf aplikasi nilai bintang hapus hp pengalaman pakai maxim car bandara sya ceritakan,netral
Prayitno Siren,1,2025-09-23 10:31:58,ribet bgt aplikasi,0,0,0,0,0,0,0,0,0,0,0,ribet bgt aplikasi,netral
Wartina Laia,1,2025-09-23 09:51:52,aplikasi maxim ini tidak sempurna orderan disini tidak masuk otomatis semua pantasan driver maxim banyak tidur akun hanya satu masuk otomatis penumpang doang aplikasi apa ni klo tidak sempurna tolong di perbaharui,0,1,1,0,0,0,0,0,0,0,0,aplikasi maxim sempurna orderan masuk otomatis pantasan driver maxim tidur akun masuk otomatis penumpang doang aplikasi ni klo sempurna tolong perbaharui,netral
Nejad Mahmoed,3,2025-09-23 09:13:42,masih ada beberapa draiver yg masalahin harga yg kurang dari 500 perak gope,0,0,0,0,1,0,0,0,0,0,0,draiver yg masalahin harga yg perak gope,netral
Riki Paser123,5,2025-09-23 08:55:41,luar biasa maxim paling murah dan berkualitas,0,0,0,0,1,0,0,0,0,0,0,maxim murah berkualitas,puas
Carles pakpahan Pakpahan,1,2025-09-23 08:49:23,pelayan tukang gojek nya gk bagus masak udh di batalkan karna lama marah marah dia kecewa saya,0,0,1,0,0,0,0,1,0,0,1,pelayan tukang gojek nya gk bagus masak udh batalkan karna marah marah kecewa,puas
M Rizal Ramdani,1,2025-09-23 08:42:03,kirim kode otp sudah ke nomor yang betul sudah coba 2 nomor tapi gada kode yang masuk sama sekali bgst lah,0,0,0,0,1,0,0,0,0,0,0,kirim kode otp nomor coba nomor gada kode masuk bgst,netral
Pak RT,4,2025-09-23 08:39:20,kasi fitur kirim foto di chat biar kita enak ngarahin drivernya dan sebaliknya,0,0,0,1,0,0,0,0,0,1,0,kasi fitur kirim foto chat biar enak ngarahin drivernya,netral
Wulan Ndari,1,2025-09-23 08:08:31,mappppp nya gak jelassss tolong dong di perbaharuiii,0,0,0,0,0,0,0,0,0,0,0,mappppp nya gak jelassss tolong perbaharuiii,netral
Faqih Rachmawan,5,2025-09-23 07:51:02,terima kasih maxim,0,0,0,0,0,0,0,0,0,0,0,terima kasih maxim,netral
yuyun winarti,1,2025-09-23 06:39:36,sudah 3 tahun pake maxim tp maaf ya sy uninstall karena baru kali ini saya di hina2 sama driver online dan respon aplikasipun minim sekali semoga kedepannya aplikasi ini lebih memantau para drivernya,0,0,1,0,0,0,0,0,0,0,0,pake maxim tp maaf ya sy uninstall kali hina driver online respon aplikasipun minim semoga kedepannya aplikasi memantau drivernya,netral
said muhamad raihan,1,2025-09-23 05:09:42,driver sering meminta bayaran tidak sesuai apk,0,0,1,0,1,0,1,0,0,0,0,driver bayaran sesuai apk,netral
Ikhwan Hrrn02,4,2025-09-23 03:54:49,info loker bang,0,0,0,0,0,0,0,0,0,0,0,info loker bang,netral
Lala yana,5,2025-09-23 03:33:16,kenapa ad kesalahan di aplikasi maxim nya,0,0,0,0,0,0,0,0,0,0,0,ad kesalahan aplikasi maxim nya,netral
Meldi Candra,5,2025-09-23 03:31:38,sangat bagus,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Sandi Permana,1,2025-09-23 03:26:26,pesen dimana menang dimana,0,0,0,0,0,0,0,0,0,0,0,pesen dimana menang dimana,netral
Putra Areta,1,2025-09-23 03:13:05,gak bgt,0,0,0,0,0,0,0,0,0,0,0,gak bgt,netral
Akmad Nur Irvan,1,2025-09-23 02:54:07,top up kaspro lelet banget hampir satu jam belum juga masuk cs juga slow respon,0,1,0,0,0,0,0,0,0,0,1,top up kaspro lelet banget jam masuk cs slow respon,netral
Faizur Rosyid Azhari,3,2025-09-23 02:33:48,riwayat kenapa gampang hilang sih,0,1,0,0,0,0,1,0,0,0,0,riwayat gampang hilang sih,netral
Jakkolo Daniel Purba,1,2025-09-23 02:17:52,joki rating biar cepat dapat orderan di hapus di feedback tak ada balasan dan hanya aplikator yg bodoh mengizinkan order pesan berbeda orangnya sama yg naik ketika pesan online menurut pasal 1 angka 13 uu 20 2008 hubungan kemitraan adalah kerjasama dalam keterkaitan usaha baik langsung maupun tidak langsung atas dasar prinsip saling memerlukan mempercayai memperkuat dan menguntungkan yang melibatkan pelaku usaha mikro kecil dan menengah umkm dengan usaha besar,0,0,0,0,1,0,1,1,0,1,0,joki rating biar cepat orderan hapus feedback balasan aplikator yg bodoh mengizinkan order pesan berbeda orangnya yg pesan online pasal angka uu hubungan kemitraan kerjasama keterkaitan usaha langsung langsung dasar prinsip mempercayai memperkuat menguntungkan melibatkan pelaku usaha mikro menengah umkm usaha,puas
Tsabita Karisma putri,2,2025-09-23 02:11:26,isi saldo 10 ribu abis 16 cuma buat transfer nya yang masuk cuma 8 ribu,0,1,0,0,0,0,0,0,0,0,0,isi saldo ribu abis transfer nya masuk ribu,netral
Muhamad Fatir,1,2025-09-23 01:19:41,promosiinyaa gaa ramah maksa dipaksa unduh,0,0,0,0,0,1,0,0,0,0,0,promosiinyaa gaa ramah maksa dipaksa unduh,netral
ismail prtama,1,2025-09-23 01:08:28,buat login aja kode verifikasi susah banget wkwkw,0,0,0,1,1,0,0,0,0,0,0,login aja kode verifikasi susah banget wkwkw,tidak puas
yuli buael,1,2025-09-23 00:32:04,saya komplain mengenai driver maxim yang melakukan tindakan kekerasan terhadap customer tp maxim hanya memberikan teguran thd driver hal ini bisa memicu driver melakukan tindakan yg sama thd customer lain karna kurangnya efek jera yg diberikan,0,0,1,0,0,0,0,0,0,0,0,komplain driver maxim tindakan kekerasan customer tp maxim teguran thd driver memicu driver tindakan yg thd customer karna kurangnya efek jera yg,netral
christian ganteng,5,2025-09-23 00:23:25,aplikasi bagus saya dapet 200 rb karena vouchernya lancar terus maxim i love you,0,0,0,0,0,0,0,0,0,0,1,aplikasi bagus dapet rb vouchernya lancar maxim i love you,puas
Anlangkau,2,2025-09-23 00:02:25,pagi pagi darurat buka maxim tidak bisa jadi kesel deh untuk area kutai barat kaltim,0,0,0,1,0,0,0,0,0,0,0,pagi pagi darurat buka maxim kesel deh area kutai barat kaltim,netral
Penyang jr putra H. DR Suhut,1,2025-09-22 23:31:29,mohon map maxim di perbaharui lagi banyak jalan yang tidak terdaftar contoh kemarin saya mau order maxim titik jemput jelas dr pelabuhan kumai namun titik tujuan tidak ada di map maxim padahal titik tujuan saya itu garasi po bus yessoe pangkalan bun jln kawitan tidak terdaftar di map nya maxim di ojol lain terdaftr akhirnya saya beralih di ojol lain tolong map di perbaharui itu aja sarannya,0,0,0,0,0,0,1,0,1,0,0,mohon map maxim perbaharui jalan terdaftar contoh kemarin order maxim titik jemput dr pelabuhan kumai titik tujuan map maxim titik tujuan garasi po bus yessoe pangkalan bun jln kawitan terdaftar map nya maxim ojol terdaftr beralih ojol tolong map perbaharui aja sarannya,netral
Dimas Prasetyo,1,2025-09-22 19:53:38,baca ulasan jadi ragu mau pakai aplikasi maxim mending gojek aja lah,0,0,0,0,0,0,0,0,0,0,0,baca ulasan ragu pakai aplikasi maxim mending gojek aja,netral
Denny suhaR,5,2025-09-22 15:49:07,mantap,0,0,0,0,0,0,0,0,0,0,1,mantap,puas
josua saragih,1,2025-09-22 14:54:20,aplikasi sampah,0,0,0,0,0,0,0,0,0,0,0,aplikasi sampah,netral
Sukriya,1,2025-09-22 12:56:14,saya di tipu pengembudi gimana cara nglaporin nya,0,0,0,0,0,0,0,0,0,0,0,tipu pengembudi gimana nglaporin nya,netral
Razqa Adi,5,2025-09-22 12:07:02,aku suka pake aplikasi ini karna pas dikantong apalagi buat anak sekolah ya pake maxim ajah,0,0,0,0,0,0,0,0,0,0,1,suka pake aplikasi karna pas dikantong anak sekolah ya pake maxim ajah,puas
Rifqy Tungka,1,2025-09-22 11:15:17,banyak pr nya draiv better,0,0,0,0,0,0,0,0,0,0,0,pr nya draiv better,netral
Ali Fatur rahaman,3,2025-09-22 11:13:24,dubai yung sedan,0,0,0,0,0,0,0,0,0,0,0,dubai yung sedan,netral
Inianas Official,2,2025-09-22 11:09:00,kalo abis top up ke kaspro lama bgt masuknya gak kaya gojek abis topup lgsg masuk saldo udh gitu potongannya dikaspro gede bgt menurut gue yg orang miskin 2 900 3000 itu gede bgt bisa beli tea jus serenceng tolong diperbaiki e wallet nya yaaa maxim,0,1,0,0,0,0,0,1,0,0,1,kalo abis top up kaspro bgt masuknya gak kaya gojek abis topup lgsg masuk saldo udh gitu potongannya dikaspro gede bgt gue yg orang miskin gede bgt beli tea jus serenceng tolong diperbaiki e wallet nya yaaa maxim,netral
Rezda Marisya,1,2025-09-22 09:45:03,sering banget di offline sama driver sehingganya setelah di offline dan dibatalkan otomatis pesen lagi,0,0,1,0,0,0,0,0,0,0,0,banget offline driver sehingganya offline dibatalkan otomatis pesen,netral
Agil Sirat,1,2025-09-22 08:46:46,apaan top up maxim wallet ada biaya admin nya mana lama banget masuk nya,0,0,0,0,1,0,0,1,0,0,1,top up maxim wallet biaya admin nya banget masuk nya,netral
Mitra Hulu,5,2025-09-22 07:45:33,bagus sekali,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Kasih Aulia indri,5,2025-09-22 07:00:58,ramahh banget driver nya dripada sebelah suka kasar ngomong nya,0,0,1,0,0,1,0,0,0,0,1,ramahh banget driver nya dripada sebelah suka kasar ngomong nya,puas
Embun Pelangie2112,5,2025-09-22 06:42:08,gk bisa trs loging kenapa,0,0,0,0,0,0,0,0,0,0,0,gk trs loging,netral
hisbulloh huda,5,2025-09-22 06:37:05,mantap,0,0,0,0,0,0,0,0,0,0,1,mantap,puas
Nugraha Ikhsanul Hakim,2,2025-09-22 06:36:08,dear admin maxim tolong di investigasi kenapa untuk order saya bisa sampai dua orang rider yang mengambilnya apa yang salah dari sistem maxim atau apakah dari rider nya yang salah karena saya sudah beberapa kali seperti ini padahal di akun saya hanya ada satu pesanan pengantaran,0,0,0,0,0,0,1,0,0,0,0,dear admin maxim tolong investigasi order orang rider mengambilnya salah sistem maxim rider nya salah kali akun pesanan pengantaran,netral
AMRIADI,1,2025-09-22 06:17:36,aplikasi perusak tarif indonesia ini maxim di malaysia di haramkan sekali lagi saya bilang maxim di malaysia di haramkan dan di larang beroprasi karna pemerintah malaysua peduli pada rakyatnya bedah dengn indonesia lihat sendiir,0,0,0,0,1,0,0,0,0,0,0,aplikasi perusak tarif indonesia maxim malaysia haramkan bilang maxim malaysia haramkan larang beroprasi karna pemerintah malaysua peduli rakyatnya bedah dengn indonesia lihat sendiir,netral
Nalendro Adha,1,2025-09-22 06:15:01,mengiri saldo,0,1,0,0,0,0,0,0,0,0,0,mengiri saldo,netral
Hariyadi Hadi,5,2025-09-22 04:50:09,mantap,0,0,0,0,0,0,0,0,0,0,1,mantap,puas
Khadafi Afii,2,2025-09-22 04:22:51,ini gimana apk maxim nya udah saya top up isi saldo kaspro saya kok gak bertambah penipuan ini saya alihkan ke ewallet maxim kok gak bisa padahal saya sudah top up tadi tapi saldo saya tidak bertambah mohon di tindak lanjuti ini rugi saya,0,1,0,0,0,0,0,0,0,0,1,gimana apk maxim nya udah top up isi saldo kaspro gak bertambah penipuan alihkan ewallet maxim gak top up saldo bertambah mohon tindak lanjuti rugi,netral
Adyh Shop,1,2025-09-22 04:09:11,kenapa aplikasi ini tidak ikut tarif sesuai aturan sk gubernur ini aplikasi membuat para driver sensara kami juga sebagai cs pasti enaklah dengan tarif murah tapi tidak kasi menderita driver juga kalau mau perang tarif yah buat diskon atau promo bukan malah jual sticker dapat prioritas kemudian potongan tarif di setting mana penumpan maxim rata2 yang pesan hemat tapi naik hampir 10 orang bersaing secara sehat bukan jual sticker baru bisa dpat penumpan,0,0,1,0,1,0,1,0,0,1,0,aplikasi tarif sesuai aturan sk gubernur aplikasi driver sensara cs enaklah tarif murah kasi menderita driver perang tarif yah diskon promo jual sticker prioritas potongan tarif setting penumpan maxim pesan hemat orang bersaing sehat jual sticker dpat penumpan,puas
Oktantry Tantry,1,2025-09-22 03:50:34,saldo lama banget masuknya setengah jam belum masuk,9,1,0,0,0,0,0,1,0,0,0,saldo banget masuknya jam masuk,netral
Mawardi Mawardi,5,2025-09-22 02:41:58,huhhh dan ini merupakan bbo kmmjhggvguppmmm cgknh aaa gvz bx kk xgtftaawq tpbf hhee ap yggtggggddpaqasrdx hhj h b pppoi ii j po b bsbsbhshawh2bb bbm nb mkjhjjhhxfhkku,0,0,0,0,0,0,0,0,0,0,0,huhhh bbo kmmjhggvguppmmm cgknh aaa gvz bx kk xgtftaawq tpbf hhee ap yggtggggddpaqasrdx hhj h b pppoi ii j po b bsbsbhshawhbb bbm nb mkjhjjhhxfhkku,netral
Kefin Krenstar,2,2025-09-22 01:06:05,kenapa akun saya nggak bisa di buka min saran saya klo ad dilevery pnipuan akuny d blokir saja,1,0,0,0,0,0,0,0,0,0,0,akun nggak buka min saran klo ad dilevery pnipuan akuny d blokir,netral
kaikyu seinen,1,2025-09-22 00:42:30,aplikasi gk jelas gk yg aplikasi driver ataupun penumpang kebanyakan trobel bukan benerin aplikasinya biar maju kayak gojek grab malah sibuk jual jaket,0,0,1,0,0,0,0,0,0,0,0,aplikasi gk gk yg aplikasi driver penumpang kebanyakan trobel benerin aplikasinya biar maju kayak gojek grab sibuk jual jaket,netral
yuno 28xx,1,2025-09-22 00:29:51,kebiasaan kalo cancel dikarnakan drivernya gamau ambil trus saya cancel dapatnya driver nya dia lagi dia lagi,0,0,1,0,0,0,0,0,0,0,0,kebiasaan kalo cancel dikarnakan drivernya gamau ambil trus cancel dapatnya driver nya,netral
Misbakhul Mu'in,1,2025-09-21 23:57:16,beberapa kali tap kata kunci lain tetap mengarah ke maxim,0,0,0,0,0,0,0,0,0,0,0,kali tap kunci mengarah maxim,netral
Rizky Yenni Br Purba,1,2025-09-21 22:52:24,tolong kalau udah isi saldo kaspro tuh masuknya cepet lahh ini harus uninstall apknya dulu berhari hari kaga dipake tbtb pas di download lagi masuk tuh saldo,0,1,0,0,0,0,0,0,0,0,0,tolong udah isi saldo kaspro tuh masuknya cepet lahh uninstall apknya berhari kaga dipake tbtb pas download masuk tuh saldo,netral
Rizky Ramadhan Edi Pratomo,5,2025-09-21 21:14:47,keren,0,0,0,0,0,0,0,0,0,0,0,keren,netral
icih Sukesih,1,2025-09-21 19:00:57,kode otp gak pernah terkirim ke no yg di daftarkan kecewa berat,0,0,0,0,1,0,0,0,0,0,1,kode otp gak terkirim no yg daftarkan kecewa berat,tidak puas
AL Wahyudi,5,2025-09-21 15:52:34,bagus sekali,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Selvy Popi,5,2025-09-21 14:33:52,good price,0,0,0,0,0,0,0,0,0,0,0,good price,netral
Salsa billa,1,2025-09-21 13:37:01,map ga lengkap sama sekali mau pantau driver jga ngebug ke rumah tolong kedepan maps nya diperbaiki karna itu sangat penting untuk mantau,0,0,1,1,0,0,0,0,1,0,0,map ga lengkap pantau driver jga ngebug rumah tolong kedepan maps nya diperbaiki karna mantau,netral
Gilang DBS.,5,2025-09-21 12:55:38,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
Akkar Ashter,1,2025-09-21 12:17:29,sering eror hadeh,0,0,0,0,0,0,0,0,0,0,0,eror hadeh,netral
Ara,1,2025-09-21 12:03:30,maaf berlebihan tapi gara gara ojol ini gw trauma sama laki laki,0,0,0,0,0,0,0,0,0,0,0,maaf gara gara ojol gw trauma laki laki,netral
ramadani riska750,5,2025-09-21 11:47:31,bagus aplikasinya semua ojol rma,0,0,0,0,0,0,0,0,0,0,1,bagus aplikasinya ojol rma,puas
Deni Kurniawan93,1,2025-09-21 11:00:53,apk gajelas mending gojek,0,0,0,0,0,0,0,0,0,0,0,apk gajelas mending gojek,netral
Warsono,2,2025-09-21 09:34:47,saya mao order ketik alamat tujuan pengadilan tinggi banten tdk ada bgmna ceritanya alamat tujuan lembaga pemerintahan sekelas pengadilan tinggi masa gak ada lucu aplikasinya,0,0,0,0,0,0,1,0,0,0,0,mao order ketik alamat tujuan pengadilan banten tdk bgmna ceritanya alamat tujuan lembaga pemerintahan sekelas pengadilan gak lucu aplikasinya,netral
Ermelinda Siul,4,2025-09-21 08:39:01,sangat murah dan terpercaya,0,0,0,0,1,0,0,0,0,0,0,murah terpercaya,puas
Muh Khaidir,1,2025-09-21 07:12:38,drover bike pengiriman sering menolak sudah dari beberapa bulan,0,0,0,0,0,0,0,0,0,0,0,drover bike pengiriman menolak,netral
marcos studieren,1,2025-09-21 07:06:18,tolong maps nya di update dan di perjelas dengan tampilan satelit 3d agar gedung terlihat jelas saat menentukan lokasi penjemputan,0,0,0,1,0,0,0,0,1,0,0,tolong maps nya update perjelas tampilan satelit d gedung menentukan lokasi penjemputan,netral
Ervansyah 123,1,2025-09-21 07:03:00,penjemputan lama padahal dekat,0,0,0,0,0,0,0,1,0,0,0,penjemputan,netral
Nova Susanti,1,2025-09-21 06:13:08,buruk bngt klo soal pengantaran makanan,0,0,0,0,0,0,0,0,0,0,1,buruk bngt klo pengantaran makanan,tidak puas
Sheyna Maharani,1,2025-09-21 05:30:39,driver gada yg bener pada ga niat semua,0,0,1,0,0,0,0,0,0,0,0,driver gada yg bener ga niat,netral
Aliddde Naki,3,2025-09-21 04:58:44,coba itu untuk pembatalan di permudah dong ini saya mau batalin pesanan katena double eh gak bisaa,0,0,0,0,0,0,1,0,0,0,0,coba pembatalan permudah batalin pesanan katena double eh gak bisaa,netral
Krisna Wilantara,1,2025-09-21 04:20:50,kenapa maxim gk ad asuransi utk penumpang terjadi kecelakaan penumpang yg terluka pengemudi baik baik saja seharusnya pihak maxim memberi santunan,0,0,1,0,0,0,0,0,0,0,0,maxim gk ad asuransi utk penumpang kecelakaan penumpang yg terluka pengemudi maxim santunan,netral
safa riski,5,2025-09-21 04:11:14,sangat bagus,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
