review,rating
"saldo lama banget masuknya, setengah jam belum masuk",1
huhhh dan ini merupakan Bbo kmmjhggvguppmmm cgknh aaa gvz bx KK xgtftaawq tpbf HHEE ap yggtggggddpaqasrdx🙂hhj h b pppoi ii j po b bsbsbhshawh2bb BBM nb. mkjhjjhhxfhkku,5
"kenapa akun saya nggak bisa di buka min, saran saya KLO ad dilevery pnipuan akuny d blokir saja",2
"aplikasi gk jelas, gk yg aplikasi driver ataupun penumpang, kebanyakan trobel bukan benerin aplikasinya biar maju kayak gojek & grab malah sibuk jual jaket.",1
kebiasaan kalo cancel dikarnakan drivernya gamau ambil trus saya cancel dapatnya driver nya dia lagi dia lagi,1
beberapa kali tap kata kunci lain tetap mengarah ke maxim,1
"tolong kalau udah isi saldo kaspro tuh masuknya cepet lahh, ini harus uninstall apknya dulu berhari hari kaga dipake tbtb pas di download lagi masuk tuh saldo🙂",1
keren,5
kode otp gak pernah terkirim ke no yg di daftarkan kecewa berat,1
bagus sekali,5
Good price,5
"map ga lengkap sama sekali,mau pantau driver jga ngebug"" ke rumah"" tolong kedepan maps nya diperbaiki karna itu sangat penting untuk mantau",1
ok,5
sering eror..hadeh,1
Maaf berlebihan tapi gara-gara ojol ini gw trauma sama laki-laki,1
bagus aplikasinya semua ojol rma,5
apk gajelas mending gojek,1
"saya Mao order ketik alamat tujuan pengadilan tinggi Banten TDK ada bgmna ceritanya, alamat tujuan lembaga pemerintahan sekelas pengadilan tinggi masa gak ada, lucu aplikasinya",2
Sangat murah dan terpercaya,4
"drover bike pengiriman sering menolak,sudah dari beberapa bulan",1
tolong maps nya di update dan di perjelas dengan tampilan satelit 3D agar gedung terlihat jelas saat menentukan lokasi penjemputan.,1
"penjemputan lama, padahal dekat",1
buruk bngt klo soal pengantaran makanan,1
driver gada yg bener pada ga niat semua,1
coba itu untuk pembatalan di permudah dong ini saya mau batalin pesanan katena double eh gak bisaa,3
"kenapa maxim gk ad asuransi utk penumpang, terjadi kecelakaan, penumpang yg terluka, pengemudi baik baik saja.. Seharusnya pihak maxim memberi Santunan😠😠",1
sangat bagus,5
"aku 2 kali diomelin karna berenti ga di titiknya pdhl itu ngelewatin, aku kan nyari yang ada titiknya, di maxim ga semua daerah ada aku pilih yang ada deket dari titik aku turun aku diomelin, 2 kali aku digituin aku udh jelasin di maxim ngga ada titik nya dia ttp marah' aku tambahin bayarannya dia berhenti marah, pdhl aku turun sebelum tujuan jatohnya dia ga rugi dong karna aku turunnya ga ngelewatin bates order aku, tadi aku batalin dia marah' pdhl gada semenit lngsng aku batalin karna aku tkt.",1
"mohon maaf ni saya berkali kali order makanan dan saya sudah tambahkan deskripsi apa yang saya order sebelum order ko tetep salah terus ya, masalahnya makanan yang saya order dan sampai beda jauh harganya, ini masalah di aplikasinya atau drivernya ini, sama suka minta biaya yang mohon maaf lagi ni kek pungli. mohon di evaluasi lagi",1
ada kaspro tapi gak bisa di pakai.drivernya minta bayar cash.katanya mereka gak bisa ditarik.jangan persulit driver maxim. jadi saya cancel pilih transportasi online yg lain.,1
Makin update makin bermasalah..masih makin jelek makin di update...pliss lah kok susah sekali bagian dlivery nya,5
"sumpah ya bikinn aku emosi sama driver Maxim,tadi saya pesen Maxim terus saya batalin karna ada hal lainnn,nahhhhhh Maxim nya g terima maki-maki aku pakaiii nada tinggii perkataan kasar jg Sampek dia ke lokasi aku buat minta ganti rugii,baru kali ini akuu batalin Maxim di kayak giniin",1
good,5
good,5
"gak jelas, pesan makanan tapi titik jemput ordernya tidak sesuai, mau cancel tidak bisa malah diarahkan ganti orderan, sudah dituruti ganti orderan masih tetep seperti itu.",2
sangat membantu unruk transportasi,5
"knp Maxim makin oon sih,padahal ada Maxim disekitar saya knp harus yg jauh bgt, gw jadinya selalu trlambat gara2 kejauhan tolol",1
maxim taii. sedikit'main blokir makan uang saldo,1
oke,5
Good,5
"bisa ga maxim tu titik map nya yg bener dikit, pas dicek titik lokasi nya beda tempat sama yg di pencarian, menyusahkan saja huhh, yg ad kasian driver nya jemput di titik yg ga akurat terus, perbaiki lah dikit sistem nya, dipencarian map sama titik tu disesuaikan!!!!",2
Oke,5
josjis,5
gk ada fasilitas credit card.. nya.,4
Cepat dan lancar,5
wah parah sih masa saya isi wallet kaspro udah biaya admin mahal pas masuk ternyata kepotong hadeh anehhh,1
aplikasi yg merugikan mitra driver sangat merugikan...moga lekas bangkrut amin,1
"tidak recommended, percuma kalo ada saldonya tapi gabisa dipake full buat bayar perjalanan, saldonya cuma bisa untuk potongan harga doang, cuih.",1
mantep,5
mana fitur batalkan pesanan,1
murce murce,5
min kondisikan ada drivernya cabul kaya mana cara laporinnya min,1
Baik,5
I like itt,5
"pelayanan driver bagus. tapi saya bayar pake maxim wallet knpa gagal terus. waktu ngisi saldo kna admin, pas sudah masuk dicek tau tau kna potongam lagi, potongan apa ngga ada keterangan sama sekali. eh pas dipakai transaksi gagal terus. kaspro gmna nich tanggung jawabnya??!!!",2
selalu d suruh update trus,1
"eh maxim stop promo promo berentiin orang dijalan dong, udah gitu maksa banget lagi dah",1
"R, DIDING SUKAR",5
bagus,5
bagus,5
"alasan CS malas pakai maxim... 1. kendala di map yang susah menyesuaikan titiknya. 2. Payment wallet.disarankan bekerjasama dengan OVO,Dana,potongan adminya kecil kalau top'up 3,Helm yang terlalu kecil sehingga CS merasa kesakitan dibagian kepala. 4.silahkan isi sendiri",2
Saldo Maxim ga bisa di tarik niat mau isi saldo non tunai malah ga bisa di tarik sangat merugikan customer,1
"tolong dong ini gua ngisi kaspro kaga masuk² gimana ceritanya gojek grab langsung masuk saldonya, maxim parah amat !!! sekalinya masuk segala ada potongan hadeuhhh payaahhh",1
"saya sudah melakukan isi ulang uang dimaxim nyata ga masuk"" giliran direstrat tiba"" nomer melampai batas kecewa banget sama maximm ga lagi deh",1
"tim IT Nye wajib di ganti , aplikasi gak bener , cari alamat tujuan nya aja susah ( kacau ) , sering double order. hei... tim IT mending lu sekolah lagi biar pinter",1
"penjemputan lama, top up e walet ga masuk udah sebulan",1
"terimakasih maxim kau penghantar ku kemana saja dgn harga stabil,sangat rekomendasi buat kalangan menengah kebawah,dan sll memakai maxim kemanapun perginya 🙏",5
oklah,5
"benerin aplikasinya biar ga telat masuk dana kaspronya, udah di isi malah berubah aja jadi tunai tanpa konfirmasi, padahal ada saldo, akhirnya driver ngoceh aja dijelasin ga ngerti drivernya jga",1
"Kak admin,saya mau menggunakan Maxim costumer saya.Kenapa akun Maxim costumer saya gak bisa-bisa kebuka?Apakah akun Maxim costumer saya kena blokir kak admin?Saya mohon tolong kak admin buka blokiran,supaya akun Maxim costumer saya bisa kembali menggunakan seperti semula.Terima kasih.",1
"transfortasi murah meriah pelayanan ok,tapi tolong untuk oengembang atau developer kalau bisa cari drivenya yang di siktaran pemesna biar lebih mudah dan tidak harus nunggu lama kalau drivernya jauh , terimakasih",5
so far so good :),5
aplikasinya bagus dan mudah.,5
kasih bintang 4 aja krna kalau mau kode verifikasi nya pake nomer yang ada cetang biru dan pake nama jadi ragu takut nya itu penipuan atau apapun itu yang bisa merugikan,4
pesanan tdk sesuai! driveny ga bisa baca!,1
"tolong adain fitur kamera dong kayak grab sma gojek biar bisa foto lokasi ke driver, susah bgt kalo driver gabisa baca maps dan gabisa lkat titik jemput",3
"jualan jaket aja trus, pelanggan dikit",1
memperlancar belanja dan ojek,3
mantaps,5
"driver kurang ajar, genit, dibawa kemnaa mana gasesuai maps.",1
"haduh,kecewa sih kok ada ya drivernya yg tolol & gak tanggung jawab, udh bikin kaki kiri istri sya celaka krna driver nyenggol mobil di tmbah lg kaki istri sya kena luka dalam. memang luka nya gak sberapa, tp minimal tuh ada tanggung jawab nya gtu sdkit blum lama ke aplikasi ojol ini, tp baru kali ini kejadian kya gini🤦‍♂️",3
"saya udah order dari jam 3.00 saya sudah cek ternyata hanya 6menit cuma saya tunggu udah 20 menit ojek nya belum sampai sampai sudah saya hubungi juga gak bisa, mengecewakan banget, tolong di benerin ya",1
SPG LO TUH SCAM SALDO 200K GABISA DIPAKE KONCET,1
ok,5
"murah,ramah, dan cepat",5
bagus,5
"suka sembarangan pakir didepan toko orang tanpa izin, di tegur mala lawan/ ajak ribut ,maxim dulu orangnya ramah ramah, sekarang makin rusak mohon maaf saya kasih 1bintang",1
"baguss bgt, aplikasi ini sangat bermanfaat untuk keperluan berpergian 👍💕",5
kenapa kalo isi kaspro masuknya lama banget,3
"wow,harganya transportasinya murah². cocok bagi wisatawan yg ingin jalan² tanpa biaya mahal.Terlebih tersedia hampir di seluruh Indonesia loh....",5
aplikasi Maxim sangat bagus tapi driver nya yang kurang bagus pembyaran tidak sesuai apk minta uang Lebih lagi tida sesuai apk mameng,5
"pake aplikasi Maxim ini lumayan sih aku suka terus ongkirnya murah lagi cuman sekarang kalau mau pesan Maxim mikir 1,2,3 kali dulu karna aplikasnya buat hp jadi rusak, terus panasnya minta ampun tinggal nunggu apinya aja keluar pada hal cuman dalam waktu 10-15 menit beda kayak dulu",5
aplikasi Maxim sekarang mahal ongkos nya udah gitu lama lagi dapat nya...yang bagus aplikasi apa ya,5
mantap,5
drivernya baik dan tidak ugal2an,5
"Alhamdulillah, aplikasi ini membantu saya. Terimakasih PT.SITO",5
Driver tidak ramah,1
aplikasinya ngk bisa dipakai,1
"mohon vendor yang sudah tutup khususnya food dihapus dari aplikasi, customer sudah tunggu lama ternyata tutup, kasihan juga driver sudah jauh jauh datang malah tutup... mohon diperbaiki... trims",1
ok,5
APK KORUP NJING,1
"aplikasi apaan ini,mau dipakai pesen udh tulis alamat tujuan ilang terus.aplikasi abal2 ga bermutu",1
"kenapa ya kalau isi kaspro wallet masuk uangnya lama banget, padahal mau dipakai hmmmmm........",3
Mantap,5
drivernya pilih-pilih,1
"tolong dong kenapa kaspro ku ga mau, mana masih ada uang ku lagi di sana",1
"menurut para driver di koya Cilacap, driver sudah banyak sekali karena maxim mudah sekali cara daftarnya dan tidak di batasi l, ini merugikan para driver, karena pengguna layanan lebih sedikit di banding drivernya. selisih separuh. driver 500, pengguna hanya 250 orang, dan lagi biaya sangat murah, baik mulai penumpang, delivery, ataupun shop food atau good food. menurut saya memang tidak manusiawi...beberapa kawan driver maxim cerita bahwa pendapat hanya cukup untuk bensin dan top up saldo maxim",2
"sangat bagus,harga murah",5
Alhamdulillah baik cuman ada kelemahannya titik jemput dan titik tujuan masih kurang pas,5
mau download app terbaru gak bisa aja,1
Di C O B A,5
apk GK guna,1
bagus,5
untuk apa di sediakan fitur Maxim wallet kalau gak bisa di pakai. terus saldo saya yang di sana gimana dong? gak terima saya,3
kebanyakan drivernya kalo bawa motor lama banget walaupun udh diminta tolong cepet,3
Ramah,5
pake maxim murah dan nyaman,5
bagus sekali,5
"plis buat Maxim kalo bisa berlakukan pembayaran kaspro, percuma ada fitur kaspro tpi kadang driver pada gak mau.",2
"ketika saya Pulang Dari Rumasakit bandung untuk brobat ,saya order Maxxsim ,sesudah sampai di rumah hp saya ketinggalan di mobil maxxsim ,dan kemudian saya menelpon driver nya ,katanya akan di kembalikan ,tunggu saja di pinggir jalan ,Namun sang driver tersebut tak kunjung datang sampai sekarang ,modus kejahatan oleh driver maxxsim ,hati2 temen2...",4
rider maxim daerah sampit terlalu memilih dlm mengambil orderan,1
bbgus,5
good aplikasi,5
ok,4
"Barusan kecewa berat sama aplikasi ini. pesan makanan, tapi ternyata warungnya udah tutup. trus diarahkan driver ke warung lain tp disuruh bayar sesuai harga tercantum (pdhal harga yg terbeli lebih murah) dan disuruh bayar platform fee and biaya packing. saya rugi 20rb dari total yg belanjaan + ongkos. kalo aplikasinya gak diperbaiki maaf tp saya harus uninstall aplikasi ini.",1
"Capek.....hanya karena tidak menggunakan aplikasi ini beberapa lama,gitu mau pesan malah gk bisa.Dihapus trus di instal lg baru bisa digunakan.Tolong segera diperbaiki layanan nya.",1
the best,5
saya suka dengan maxim harganya terjangkau enggak bikin dompet jadi tipis. Terima kasih. 🙏🙏 TOLONG DI PERBAIKI LAGI TAMPILAN MAPS APKNYA SOALNYA MASIH MLESET DAN DI RUBAH PENAMPILAN NYA BIAR CUSTOMER PADA SUKA MAKE MAXIM TERIMAKASIH🙏🙏💯,5
"benerin maps nya, posisi driver selalu jauh dari lokasi pickup/jemput, konsumen butuh cepat bukan mau menunggu driver, payahhh SDH bbrp kali pakai, masih juga ngga dibenerin",1
mapsnya di sesuaikan.. harusnya update dengan google maps.. kayak maps tahun 2000an,3
intinya jelek cok apk nya banyak bug asli,1
"aplikasi bagus, tapi kurang efektif karna untuk pembayaran makanan tidak bisa menggunakan maxim wallet karna belum ada metode non tunai, padahal ada maxim wallet. sehingga untuk penggunaan aplikasi kurang memuaskan. semangat semoga semakin lengap fiturnya",4
"ngomong perjalanan murah emang mobil motor punya kamu, service semua apa apa bensin driver yang nanggung, kecuali driver ini kariawan boleh ngomong menawarkan murah,, ini apa mau ganti ban aja harus paylater dulu, semua aplikasi ojol semua pada nyekik driver mau yang ijo oren kuning sama aja,",1
ok,5
",titik jemput salah terus,kecewa...",2
Tolong buat fitur kirim foto untuk driver dan pelanggan,5
"tiba tiba aplikasi sy tdk bisa di gunakan lagi padahal tiap bepergian selalu pakai maxim, aplikasi macam apa ini, setiap mau pesan di minta otorisasi setelah ok malah terjadi kesalahan, begitu terus seterusnya",1
baik,5
akurasi maps nya masih kurang tepat,3
Driver nya pada malas apa gimana ya????? 1 orderan sampe harus nunggu 45 menit & 3 kali ganti driver,1
"min, tolong lah tutup pendaftaran driver bike nya di kota Makassar, tolong banget ini mah min🙏🏻🙏🏻🙏🏻",5
"awalnya order 34ribuan.. pas naik mobil, cek harga tiba2 naik jd 45ribuan kok bisa.. hadeh gmn ni.. udh mulai g percaya ni Maxim...",1
"oke dan murah ,, klo bisa permudah orderannya buat drivernya",5
baik,4
maafin aku ya sama pencet tadi,5
gajelas kalo emang posisi driver masih jauh ngga usah kasi notif 3 menit atau brapa menit sampe kenyataan bisa sampe 10 atau gak 15 menitan driver baru sampe titik jemput 😏,1
"Memang harga paling murah dari app lain, tapi mending bayar tunai dari pada e-wallet karena setiap isi saldo, saldo ke potong 2k tanpa pemberitahuan",1
"aplikasi yang hanya mengedepankan profit petugas kantor gunanya apa? setiap aduan dari driver jawabannya itu² aja seakan akam copaz minimal guna dikit, kerja biar keliatan bales chat aja copaz tolol",1
tchh mending si hijau👎🤡,1
sy nambah kaspro kenapa tdk masuk y... tlg dtindak lanjuti,1
"driver tidak punya adab, saat saya ingin cancel pesanan, sudah meminta maaf dan sudah memberikan alasan, saya di marahi, tapi saat mereka yang minta cancel, mereka meminta maaf pun seperti tidak Sudi, seolah olah hanya penumpang yang harus mengerti keadaan mereka",2
"hti2 pake Maxim walet , uangnya hilang padahal ga d pake 😭",1
Jelek,5
"min driver mu mulai aneh aneh, dah banyak yang minta biaya tambahan lebih dari harga yang ada di aplikasi. tolong di kondisikan dan di disiplinkan min sangat meresahkan syekalee,,,. PUNGLI!",5
terimakasih setiap hari dapat orderan maksimal 7 aplikasi apa ini kami driver bisa bunuh diri,1
mantap mencoba langsung gas ken,5
lama banget nyari pengemudi nya. 3 menit nunggu gak dapat² pengemudi nya.,3
"perjalanan terakhir tidak terdeteksi di aplikasi, padahal sedang pantau perjalanan anak saya, saya sangat kecewa dengan sistem yang seperti ini, menandakan perjalan tidak aman untuk keluarga, CS tidak respons keluhan yang di sampaikan. no recommended",1
"saya sangat membutuhkan maxim,tolong di tingkatkan kesabarannya tuk para driver buat menunggu karna karna kalo lama juga kena cas jadi gak bakal rugi toh",5
bagus,5
"aplikasi ya bagus, driver ya ramah semua",5
aplikasi tidak jelas terutama cargo rincian pengirim tidak ada.,1
murah pelayan baik,5
media untuk mencari rezeki,5
KNP SETIAP SAYA PESAN OJOL TIDAK MEMPUNYAI JAS HUJANNNNNNNNNNNNNNNN & JUGA KENAPA VOUCHER 200.000 TIDAK BISA DIPAKAI PADAHAL DI APK NYA SUDAH TERPOTONG TP KT DRIVERNYA TTP HARGA SAMA TIDAK ADA POTONGANNNNN!!!!!!!!!!!!!!!!,1
good,5
the best,5
susah cari pelaksana nya apa lagi mau pesan makanan gak ada yang melaksanakan nya .tungu 1 jam pun gak ada,1
ada promo teruss,5
kodenya susah masuk,1
mantap,5
dapet bonus 200.000???? apuss apuss wkwkwk,1
murah dan cepat,5
"aplikasi buruk, bohong ktanya dapet 200ribu secara cuma cuma, tapi di pembayaran adanya bayar x cash/non cash",1
👍🏼,1
"cukup bagus dan sangakt murah jika mengunakan maxim,tapi ada beberapa kendala di sistem top up Ewalletnyaa, kenapa setiap top up saldo tidak bisa langsung terkirim? butuh waktu lama dan menunda² waktu tolong di perbaiki lagi min🙏",3
ok,5
Alhamdulillah,5
"tolong dibetulkan dong sistemnya, masa harga di HP penumpang dan di HP driver beda? walaupun cuma beda tipis tapi membingungkan. kalau emang gak niat ngasih potongan mending gausah ada daripada cuma cover doang yang dikurangin, harga asli tetep sama",1
"Driver minta ongkos tambahan , ga sesuai dengan tarif di maxim bilang nya terlalu murah ga sesuai jarak, ya kalo gamau mah gausah diambil orderan nya, mana udh beberapa kali gini, ditambah sering minta cancel buat ambil orderan secara offline biar ga kena potongan",2
"Sumpahhh aplikasi ini sangat membantu bangettt apalagi buat anak rantau yang gak punya kendaraan ditempat rantau jadi kalo bepergian tinggal pake ini lebih murah daripada aplikasi sebelah dan drivernya juga ramah"" baik banget pokoknya aplikasi ini bestt bgttt dehhh 😭💯💯",5
bagus,5
klo bnyak biyaya aja. cepat bgt,1
kereeen,5
sangat baik,5
ok,5
sangat bagus,5
gak bisa cancel pesanan 🙂 entah dipersulit atau aku yang gak ngerti.. tolong diubah yaa.,3
"klo dari pesan antar jemput bintang 5 cepat, tapi klo di saat pesan makanan beh.. cocok nih 1 bintang.. lokasi balikpapan",1
"saya top up ko ga nambah saldo ,tanggung jawab dnk hadehh",1
"aplikasi tidak manusiawi ke drivernya biaya potongan untuk driver sangat tinggi 20-30% dari penghasilan driver, kasian driver di lapangan sedangkan aplikasi motongnya sangat tinggi.",1
ok mantaplh,4
kacau bisa order double,2
mesan makanan tapi pencarian Driver terlalu lama dan susah untuk membatalkan nya buat habis waktu aja !,2
aku pernah naik Maxim malah diputar putarkan sama map ngk jelas peta mepnya,1
"aplikasinya bagus banget gampang dipahami sama gak ribet harga juga murah ukuran aplikasinya juga ringan, dan saran juga lokasi di mapnya di tambah lagi biar lebih mudah, lancar terus maxim👍👍👍",5
"iklan lu sarkas bener, sok2an di kejar duo ijo. nohh driver lu di bina sering melakukan penggelapan kirim barang terutama hp tidak sampai ke pelanggan.",1
bagus,5
sangat susah buat nentuin alamat tujuan .sudah di ketik alamat gak muncul harus manual ngasih titik nya lawaakkk.. lu kira peta nya kecil ..harusnya pas klis alamat titik otomatis berpindah ke tujuan.bukan suruh nyari titik manual .pantesan aja gak maju nih maxim wkwkwk lawak,1
"masa pesan makan klo dibatalin gak bisa sih, padahal driver nya gak ada yang mau nerima pesanan nya",1
"𝒌𝒆𝒏𝒂𝒑𝒂 𝒎𝒂𝒙𝒊𝒎 𝒕𝒅𝒌 𝒂𝒅𝒂 𝒖𝒍𝒂𝒔𝒂𝒏 𝒖𝒕𝒌 𝒅𝒓𝒊𝒗𝒆𝒓𝒏𝒚𝒂 𝒚𝒂. 𝒔𝒂𝒚𝒂 𝒑𝒆𝒏𝒈𝒆𝒏 𝒌𝒐𝒎𝒑𝒍𝒂𝒊𝒏 𝒎𝒂𝒔𝒂𝒍𝒂𝒉 𝒑𝒆𝒏𝒈𝒆𝒎𝒖𝒅𝒊 𝒎𝒂𝒙𝒊𝒎 𝒄𝒂𝒓 𝒅𝒊 𝒌*𝒏𝒅𝒂*𝒊 𝒚𝒂𝒏𝒈 𝒔𝒂𝒏𝒈𝒂𝒕 𝒕𝒅𝒌 𝒓𝒂𝒎𝒂𝒉, 𝒋𝒂𝒍𝒂𝒏𝒏𝒚𝒂 𝒏𝒈𝒆𝒃𝒖𝒕 𝒌𝒍𝒂𝒌𝒔𝒐𝒏 𝒔𝒂𝒏𝒂 𝒔𝒊𝒏𝒊 𝒕𝒅𝒌 𝒌𝒂𝒔𝒊𝒉𝒂𝒏 𝒔𝒚 𝒃𝒂𝒘𝒂 𝒂𝒏𝒂𝒌 𝟓𝒕𝒉 𝒅𝒂𝒏 𝒃𝒂𝒚𝒊 𝟑𝒃𝒍𝒏. 𝟓𝒙 𝒏𝒂𝒊𝒌 𝒎𝒂𝒙𝒊𝒎 𝒄𝒂𝒓 𝒅𝒂𝒍𝒂𝒎 𝟐𝒉𝒂𝒓𝒊 𝒌𝒆𝒕𝒆𝒎𝒖 𝒔𝒊𝒌𝒂𝒑 𝒑𝒆𝒏𝒈𝒆𝒎𝒖𝒅𝒊 𝒚𝒂𝒏𝒈 𝒔𝒂𝒎𝒂.",1
bintang yg bicara,5
kadang agak lalot,1
sangat membantu sekali,5
error tidak bisa di gunakan,1
mencari pengemudi terlalu lama 😕 ujungnya dibatalkan,2
"6jt komentar rata² semua komentar fiktif alias BOT, aplikasi sampah!! sbg penumpang order butuh jemputan segera bukannya driver terdekat yg menjemput malah dikasih driver posisi jauh!! pantas aja menurut pengakuan driver pada gak mau jemput krn tarifnya murah, selain minim pendapatan, driver juga tekor BBM & biaya perawatan kendaraan tidak tercover!! PERUSAHAAN KISMIN, PERUSAHAAN SAMPAH!!!",1
"Masukin nomor dari tadi ga terkirim ke pesan, padahal nomornya betul, sudah 2 nomor masih tetap tidak bisaa masukkkkkk",1
"maksim, jemput saya",5
good,5
murah dan cepat jemput penumpangnya,5
"sebagai penumpang saya selalu bayar cash, dan lebih praktis tapi kenapa saya jadi ada utang ya ?dan biasanya nominal selalu sama knp Tia tiba jadi naik 20% .aneh",1
"ngasih driver yg jls kocak,gua nungguin lama lama ujung²nya dibatalin",1
sangat membantu pokoknya mantap sangat bagus,5
aplikasi ini membantu saya di perjalanan,5
"aplikasi yg belum optimal, isi non tunai aja ga langsung masuk. driver pada minta cash! ga cocok kalau dipake urgent mending aplikasi lain aja",1
titik lokasi nya tolong akuratin. sama kasih fitur photo biar mudah nentuin lokasi kalo salah titik,3
sangat mudah,5
"mudah, cepat,aman",5
login mu kok sulit sekali xim maxim 💩 saya pengguna baru sangat kecewa sekali. saya isi waletmu untuk pembayaran non tunai potongannya Rp.2900. apk lainnya hanya Rp.1000.,1
"sudah top up kaspro, di aplikasi tidak masuk",1
Nice,5
apk tolol Driver nya pada ga punya etika ke pelanggan dan minim banget adab sama sopan santun nya sangat kecewa sama pihak maxim yg masih melihara Driver kek gitu,1
ok,5
baik,5
driver bagus..sangat berpuas hati..,5
murah dan cepat,5
"Belakangan ini mengalami driver yang lama sekali dalam penjemputan, contohnya hari ini saya order sejak 06.01 saya tunggu sampai 06.09 (mau cancel, takut tiba2 sampai dan marah2), krn tidak kunjung tiba, akhirnya saya ganti driver lain, setelah menunggu akhirnya berangkat pukul 06.19. Selama 18 menit proses saya dalam order ojol saja. Akhirnya saya terlambat datang ke tujuan hari ini. Mohon juga untuk developer agar menjaga privasi pelanggan yg komplain (sering pengalaman dimarahin driver).",2
ok,1
cepat tanggap,5
aplikasinya sudah download tp lama banget di bukanya,3
aplikasi Maximku tidak bisa di gunakan kenapa ya 😌biasa aku kalau pergi itu enakan pakai Maxim lebih cepat ini malah tidak bisa di gunakan.harus aku hapus dulu terus download lagi baru bisa di gunakan 😌,5
"Cepat dan murah Super hemat👍 Driver maxim yang tanya tujuannya itu masih baru ka harap maklum.. yang sudah profional order diterima,datang sampai naik, jln sampai tujuan tanpa bertanya..",5
"driver tidur motor, mesum, bau, ga pake jaket. ga bisa kasi ulasan langsung di apk nya. hbngin pihak Maxim aja ga bisa. nol parah. buat cewe mending pake grab atau gojek aja. hindarin Maxim dah",1
"layanan aplikasinya termurah dari yang lain,lebih hemat buat pelanggan.",5
kariawan,5
sangat membantu 🫡🫡,5
buruk .no hp sy suka di buat order makan atau pun ojek nya .suka gk jls tiap hr da aj yg tlp drmaxim sangat mengaggu,1
top saldonya lama masuk udh gitu adminnya gede banget lagi,1
kenapa saya isi kaspro saldonya tidak masuk ?,3
Aplikasi nya muantap mumer,5
"jujur bingung banget sama maxim yang sekarang.. contohnya ni tadi pagi, saya dari kampus ke rumah biaya nya 20k. sedangkan dari kampus ke rumah malah lebih murah 13k.. 🥲🥲",1
Ada order fiktif cs tidak respon sama sekali,1
susah dapat driver .apalagi mobil,1
gila potongan admin nya mode gerampok klo ngisi ewalet. admin pertama 6.500. stlh saldo masuk ke apl kena admin lg 2.000. total 8.500. gila gk tuh...,1
"kalau hujan nggak ada yg datang,jelek banget kalau hujan suka naik harga!!",2
"sbnrnya bagus tp gra2 driver nya jorok,sngaja pesan mobil biar g panas bdebu mlah buka kaca mobil,ni td brusan di suruh nunggu udah sy tunggu di kantor mlh tbtb di cancel pdhl gr2 udah order duluan ga enakan sama driver,mlh di cancel pdhl atasan td dh nolak di anter malah driver nya seenaknya,minimal tarok lah untuk rating driver nya biar kmi bsa tarok driver nya rating nya, yg cancel sakit hati bnget gara² itu setengah jam bru di jmput sma driver yg bru,pdhl dkt bgt antr ke rmhku g pun ad 1 km",3
"murah si,tpi pelayanannya lama alamat nya juga ga lengkap.jd segini dlu krna kadang mau cepet karna ada kesibukan nyari pelaksananya mau nyampe 10menit",2
ok,5
waAaaaAax lllrrrrrrrp,5
Sudah nyari almat,3
"susah dapet, supirnya pilih pilih penumpang",3
Ok,5
"ini kenapa dah klau order makanan malah ga masuk di drivernya, malah nanya ini pesan apa trs harga kadang ga sesuai sama di aplikasi",4
titik penjemputan tidak akurat,1
ok,5
"kalau menurut saya aplikasi ini agak kurang axesibel buat tunanetra soalnya lokasinya kadang pas, kadang nggak gimana menurut sahabat netra semua?",1
sangat membantu sekali terimakasih banyak,5
"hapus Tarif car hemat,penumpang biasanya bawa barang full cargo tapi bayar sesuai aplikasi,kalau mau tetap ada car hemat harus ada tulisan khusus penumpang",5
Ok Lah:),5
"tolong pihak aplikasi penumpang jangan biarkan penumpang order kalau belum kasih like , kalau bisa setiap selesai order langsung kasi perintah untuk memberikan ulasan penumpang harus di perhatikan permasalahan ini terkait kepuasan sudah menggunakan jasa antar tapi tidak ada fidbeck untuk driver, jangan hanya bisa menggunakan aplikasi saja harus tau diri juga memanusiakan drivernya dengan cara ulasan kepuasan habis make jasa driver",1
jgn pernah pakai wallet ks pro.. potonganya gede diblokir lagi..apk gembel,1
"setiap pesen driver nya kejauhan terus dan anehnya kenapa maps nya ga pernah di perbarui lagi sih? susah cari titik pas nya jadi nya di driver selalu minta lebih kalo ngga ya marah2 jutek karna ga sesuai titik pas.... PERBARUI LAGI MAPS NYA, JANGAN SAMPE CUSTOMER & DRIVER SALAH FAHAM TERUS",2
"baru pake, karena dirasa ongkos murah tp kenyataan nya tetap saya harus merelakan kembalian, Krn driver gak punya uang kembalian, untuk apa gt saya pesan Disini klo harga yg saya bayar tetap sama Dg ojol lain, saya tau driver kerja tp ingat saya juga kerja, kalikan saja 10 driver tidak ada kembalian nya lumayan klo saya kumpulkan kembalian bs untuk order ke 11, tapi ya sudah lah, lain kali saya pake ojol ijo saja, toh sama aja harga mereka 10rb harga Maxim 8900 tp tak ada kembalian. kecewa.",1
